opponent,location,result,opening,moves,white_move_1,black_move_1,white_move_2,black_move_2,white_move_3,black_move_3,white_move_4,black_move_4,white_move_5,black_move_5,white_move_6,black_move_6,white_move_7,black_move_7,white_move_8,black_move_8,white_move_9,black_move_9,white_move_10,black_move_10
"Adianto,U",Bali INA,1.0,"Caro-Kann Defense: Classical Variation, Spassky Variation",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7 8. h5 Bh7 9. Bd3 Bxd3 10. Qxd3 Ngf6 11. Bf4 Qa5+ 12. Bd2 Qc7 13. O-O-O e6 14. Ne4 Bd6 15. g3 Nxe4 16. Qxe4 O-O-O 17. Qe2 Rhe8 18. Kb1 b5 19. c4 bxc4 20. Qxc4 Nb6 21. Qc2 Nd5 22. Rc1 Kb7 23. Ne5 Bxe5 24. dxe5 Rc8 25. Rhe1 Qb6 26. Be3 Qb5 27. Bc5 Red8 28. Re4 Rd7 29. Rd4 Ka8 30. Qd2 Rb7 31. f4 Rcb8 32. b3 Qa6 33. Kb2 Rb5 34. Qd3 Qa5 35. Bd6 Rc8 36. Rdc4 Nb6 37. Rxc6 Rxc6 38. Rxc6 Rd5 39. Qc3 Rd2+ 40. Kc1 Qxc3+ 41. Rxc3 Rxa2 42. Rc7 Rg2 43. Rxf7 Rxg3 44. f5 exf5 45. e6 Rg1+ 46. Kd2 Rg2+ 47. Kd3 Nc8 48. Be5,e4,c6,d4,d5,Nc3,dxe4,Nxe4,Bf5,Ng3,Bg6,h4,h6,Nf3,Nd7,h5,Bh7,Bd3,Bxd3,Qxd3,Ngf6
"Karpov,An",Bali INA,0.5,"Caro-Kann Defense: Karpov Variation, Modern Main Line",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Ng5 Ngf6 6. Bd3 e6 7. N1f3 Bd6 8. Qe2 h6 9. Ne4 Nxe4 10. Qxe4 Qc7 11. Qg4 Kf8 12. Nd2 e5 13. Nc4 Nb6 14. Qh4 Nxc4 15. Bxc4 Bf5 16. dxe5 Bxe5 17. O-O Bxc2 18. Re1 Bg6 19. f4 Bd4+ 20. Be3 Qb6 21. Qf2 Bxe3 22. Rxe3 Re8 23. Rae1 Rxe3 24. Rxe3 Bf5 25. Kf1 Qd8 26. Qe1 b6 27. Qb4+ c5 28. Qa4 g5 29. fxg5 hxg5 30. Qxa7 Bg6 31. h3 Kg7 32. Qe7 Qd4 33. Qe5+ Qxe5 34. Rxe5 Rh4 35. b3 g4 36. hxg4 Rxg4 37. Re7 Rf4+ 38. Kg1 Rf6 39. a4 Bf5 40. a5,e4,c6,d4,d5,Nc3,dxe4,Nxe4,Nd7,Ng5,Ngf6,Bd3,e6,N1f3,Bd6,Qe2,h6,Ne4,Nxe4,Qxe4,Qc7
"Khalifman,A",Bali INA,0.5,Rat Defense: Accelerated Gurgenidze,1. e4 g6 2. d4 d6 3. Nc3 c6 4. g3 Bg7 5. Bg2 Nf6 6. Nge2 O-O 7. O-O e5 8. h3 Nbd7 9. dxe5 dxe5 10. b3 Re8 11. Be3 b5 12. Qd2 Bb7 13. Rad1 Qc7 14. Qd6 Qxd6 15. Rxd6 Bf8 16. Rd2 Nc5 17. f3 a5 18. Nc1 Ne6 19. N3e2 Bb4 20. c3 Bf8 21. Nd3 Nd7 22. Nf2 Nf6 23. Nd3 Nd7,e4,g6,d4,d6,Nc3,c6,g3,Bg7,Bg2,Nf6,Nge2,O-O,O-O,e5,h3,Nbd7,dxe5,dxe5,b3,Re8
"Seirawan,Y",Bali INA,0.5,"Caro-Kann Defense: Karpov Variation, Modern Variation",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Ng5 e6 6. Bd3 Be7 7. N1f3 h6 8. Ne4 Ngf6 9. Nxf6+ Bxf6 10. O-O b6 11. Bf4 Bb7 12. Be4 Qc8 13. Qe2 O-O 14. c4 c5 15. d5 exd5 16. Bxd5 Re8 17. Qc2 b5 18. Rae1 Rxe1 19. Rxe1 bxc4 20. Bxf7+ Kxf7 21. Qxc4+ Kg6 22. Qd3+ Kf7 23. Qc4+,e4,c6,d4,d5,Nc3,dxe4,Nxe4,Nd7,Ng5,e6,Bd3,Be7,N1f3,h6,Ne4,Ngf6,Nxf6+,Bxf6,O-O,b6
"Kasparov,G",Internet KC,0.5,"Ruy Lopez: Closed, Breyer Defense, Zaitsev Hybrid",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Nb8 10. d4 Nbd7 11. Nbd2 Bb7 12. a4 c5 13. d5 c4 14. Bc2 Nc5 15. Nf1 Qc7 16. Ng3 Rfb8 17. Nf5 Bf8 18. Qe2 Bc8 19. g4 Bd7 20. axb5 axb5 21. Bg5 Ne8 22. Nd2 Ra7 23. Be3 Rba8 24. Rxa7 Rxa7 25. f4 Ra2 26. Rb1 g6 27. Nh4 exf4 28. Bxf4 Bg7 29. Nhf3 Bxc3 30. Nxc4 Bg7 31. Ne3 Rxb2 32. Rxb2 Bxb2 33. Nd1 Bg7 34. e5 dxe5 35. Nxe5 Qa7 36. Qe3 Nf6 37. Nc6 Nxd5 38. Nxa7 Nxe3 39. Bxe3 Ne6 40. Bb3 Nd4 41. Bd5 b4 42. Kf1 h5 43. gxh5 Bxh3+ 44. Kf2 gxh5 45. Kg3 Be6 46. Bxe6 fxe6 47. Bxd4 Bxd4 48. Nc6 e5 49. Nxb4,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,O-O,Be7,Re1,b5,Bb3,d6,c3,O-O,h3,Nb8,d4,Nbd7
"Andersson,U",Malmoe SWE,1.0,"French Defense: Classical Variation, Burn Variation, Morozevich Line",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 dxe4 5. Nxe4 Be7 6. Bxf6 gxf6 7. Nf3 b6 8. Bd3 Bb7 9. Qe2 c6 10. O-O Nd7 11. c4 Qc7 12. Rac1 O-O-O 13. c5 bxc5 14. Nxc5 Bxc5 15. dxc5 Ne5 16. Rfd1 Rd7 17. Bc2 Nxf3+ 18. Qxf3 Rxd1+ 19. Rxd1 Qe5 20. g3 f5 21. Qa3 Qe2 22. Qc3 Rd8 23. Rxd8+ Kxd8 24. Bd3 Qd1+ 25. Bf1,e4,e6,d4,d5,Nc3,Nf6,Bg5,dxe4,Nxe4,Be7,Bxf6,gxf6,Nf3,b6,Bd3,Bb7,Qe2,c6,O-O,Nd7
"Hillarp Persson,T",Malmoe SWE,0.5,"French Defense: Winawer Variation, Warsaw Variation",1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 O-O 8. Bd3 Nbc6 9. Qh5 Ng6 10. Nh3 Qc7 11. Be3 Nce7 12. f4 Qa5 13. Bd2 Qa4 14. g4 c4 15. Be2 Qxc2 16. Rc1 Qb2 17. Ng5 h6 18. Nh3 f6 19. g5 hxg5 20. exf6 Rxf6 21. Nxg5 Nf8 22. Qe8 Nf5 23. Bg4 Qxa3 24. Bxf5 Rxf5 25. O-O Qd6 26. Rce1 Rb8 27. Rf3 Bd7 28. Qh5 g6 29. Qh4 Qe7 30. Ra1 e5 31. dxe5 Ne6 32. Rh3 Nxg5 33. fxg5 Qg7 34. e6 Bxe6 35. Re1 Re8 36. Rhe3 Qf7 37. Rh3 Qg7 38. Rhe3 Qf7 39. Rh3,e4,e6,d4,d5,Nc3,Bb4,e5,c5,a3,Bxc3+,bxc3,Ne7,Qg4,O-O,Bd3,Nbc6,Qh5,Ng6,Nh3,Qc7
"Timman,J",Malmoe SWE,0.5,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. c3 f5 6. exf5 Bxf5 7. O-O Bd3 8. Re1 Be7 9. Bc2 Bxc2 10. Qxc2 Nf6 11. d4 Qd7 12. Bg5 O-O-O 13. dxe5 dxe5 14. Nbd2 h6 15. Be3 Rhf8 16. Rad1 Nd5 17. Nc4 Qg4 18. Ncxe5 Nxe5 19. Nxe5 Nxe3 20. fxe3 Rxd1 21. Rxd1 Qe6 22. Ng6 Qxe3+ 23. Kh1 Rf6 24. Nxe7+ Qxe7 25. h3 Kb8 26. a4 Re6 27. Qf2 a5 28. Rd5 Re5 29. Qd4 Rxd5 30. Qxd5 b6,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,c3,f5,exf5,Bxf5,O-O,Bd3,Re1,Be7,Bc2,Bxc2,Qxc2,Nf6
"Anand,V",Leon ESP,0.5,"French Defense: Classical Variation, Burn Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 dxe4 5. Nxe4 Nbd7 6. Nf3 h6 7. Nxf6+ Nxf6 8. Bd2 c5 9. c3 cxd4 10. cxd4 Be7 11. Bd3 Bd7 12. Ne5 Bc6 13. Nxc6 bxc6 14. Bc3 Nd5 15. Qa4 O-O 16. O-O c5 17. Be4 Nxc3 18. bxc3 Rc8 19. Qxa7 cxd4 20. cxd4 Bf6 21. Rad1 Rc4 22. Qa6 Rxd4 23. Rxd4 Qxd4 24. Qd3 Qxd3 25. Bxd3 Ra8 26. Bc4 Kf8 27. Rd1 Ke7 28. Kf1 Be5 29. g3 g5 30. h3 Ra7 31. Ke2 Kf6 32. Rd3 Ke7 33. Ke3 Bd6 34. Ke2,e4,e6,d4,d5,Nc3,Nf6,Bg5,dxe4,Nxe4,Nbd7,Nf3,h6,Nxf6+,Nxf6,Bd2,c5,c3,cxd4,cxd4,Be7
"Anand,V",Leon ESP,0.5,"Sicilian Defense: Najdorf Variation, English Attack",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be3 e6 7. Be2 Qc7 8. a4 Nc6 9. O-O Be7 10. f4 O-O 11. Kh1 Re8 12. Bd3 Nb4 13. a5 Bd7 14. Nf3 Rac8 15. Bb6 Qb8 16. e5 dxe5 17. fxe5 Nfd5 18. Nxd5 exd5 19. Re1 h6 20. c3 Nxd3 21. Qxd3 Bc5 22. Qxd5 Be6 23. Qd2 Bxb6 24. axb6 Rc6 25. Qf2,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,Be3,e6,Be2,Qc7,a4,Nc6,O-O,Be7,f4,O-O
"Akopian,V",Merida MEX,0.5,"French Defense: Classical Variation, Burn Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 dxe4 5. Nxe4 Nbd7 6. Nf3 h6 7. Nxf6+ Nxf6 8. Bd2 c5 9. Bb5+ Bd7 10. Qe2 Bxb5 11. Qxb5+ Qd7 12. Qxd7+ Nxd7 13. dxc5 Bxc5 14. Bc3 f6 15. h4 h5 16. Nd2 Be7 17. O-O-O Nc5 18. Bd4 O-O-O 19. Nb3,e4,e6,d4,d5,Nc3,Nf6,Bg5,dxe4,Nxe4,Nbd7,Nf3,h6,Nxf6+,Nxf6,Bd2,c5,Bb5+,Bd7,Qe2,Bxb5
"Hernandez,Gi",Merida MEX,1.0,"French Defense: Classical Variation, Shirov-Anand Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. Nce2 c5 6. c3 cxd4 7. cxd4 f6 8. f4 fxe5 9. fxe5 Bb4+ 10. Kf2 O-O+ 11. Nf3 Nc6 12. a3 Ndxe5 13. axb4 Qh4+ 14. Kg1 Nxf3+ 15. gxf3 Rxf3 16. Ng3 Nxd4 17. Bg2 Rf7 18. Be3 Nf5 19. Nxf5 Rxf5 20. b5 Bd7 21. b6 a6 22. Qd4 Qh5 23. h3 Bc6 24. Kh2 e5 25. Qg4 Rd8 26. Qxh5 Rxh5 27. Rhf1 g6 28. Bf3 Rf5 29. Bg4 Rxf1 30. Rxf1 Kg7 31. Be6 Be8 32. Bc5,e4,e6,d4,d5,Nc3,Nf6,e5,Nfd7,Nce2,c5,c3,cxd4,cxd4,f6,f4,fxe5,fxe5,Bb4+,Kf2,O-O+
"Shirov,A",Merida MEX,0.5,"French Defense: Classical Variation, Burn Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 dxe4 5. Nxe4 Nbd7 6. Nf3 Be7 7. Nxf6+ Bxf6 8. Qd2 O-O 9. O-O-O Bxg5 10. Nxg5 Nf6 11. Be2 Qd6 12. Bf3 Bd7 13. Bxb7 Rab8 14. Bf3 Bc6 15. Rhe1 h6 16. Bxc6 Qxc6 17. Nf3 Nd5 18. Qa5 Rb6 19. Ne5 Qb7 20. Qa3 Ra6 21. Qb3 Rb6,e4,e6,d4,d5,Nc3,Nf6,Bg5,dxe4,Nxe4,Nbd7,Nf3,Be7,Nxf6+,Bxf6,Qd2,O-O,O-O-O,Bxg5,Nxg5,Nf6
"Leitao,R",Buenos Aires ARG,1.0,"Sicilian Defense: Najdorf Variation, English Attack, Anti-English",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be3 Ng4 7. Bg5 h6 8. Bh4 g5 9. Bg3 Bg7 10. Be2 h5 11. Bxg4 hxg4 12. Nd5 Nc6 13. Nf5 Bxf5 14. exf5 Bxb2 15. Rb1 Qa5+ 16. Qd2 Bd4 17. Qxa5 Nxa5 18. O-O Kd7 19. Rb4 Ba7 20. Re1 Rhe8 21. Rxg4 Rac8 22. Rge4 Nc6 23. c3 f6 24. Re6 Ne5 25. Rb1 b5 26. Rd1 Rc4 27. h3 Bc5 28. Bxe5 fxe5 29. Rg6 Rf8 30. Rxg5 Rf7 31. g4 a5 32. Rg6 b4 33. cxb4 axb4 34. Rd2 Bd4 35. h4 Kc6 36. Ne3 Rc3 37. Re2 Kc5 38. h5 e4 39. Kg2 d5 40. h6 Ra3 41. Rg8,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,Be3,Ng4,Bg5,h6,Bh4,g5,Bg3,Bg7,Be2,h5
"Short,N",Buenos Aires ARG,1.0,"French Defense: Steinitz Variation, Boleslavsky Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. Nf3 Nc6 7. Be3 cxd4 8. Nxd4 Bc5 9. Qd2 a6 10. O-O-O Nxd4 11. Bxd4 O-O 12. Bxc5 Nxc5 13. Qd4 b6 14. Kb1 Bb7 15. Bd3 Rc8 16. Rhe1 Qc7 17. g4 f6 18. f5 Nxd3 19. cxd3 exf5 20. gxf5 fxe5 21. Rxe5 Qc5 22. Qg4 b5 23. d4 Qd6 24. h4 Rc7 25. Re6 Qd8 26. Rf1 Rcf7 27. Re5 b4 28. Nd1 a5 29. Ne3 Kh8 30. h5 a4 31. Qg2 b3 32. a3 Qh4 33. Rd1 h6 34. Qe2 Rc7 35. Qb5 Re7 36. f6 Rxe5 37. fxg7+ Kxg7 38. dxe5 Qe4+ 39. Ka1 Rf7 40. Rg1+ Kh7 41. Ng4 Bc6 42. Qxc6 Qxg4 43. Qg6+,e4,e6,d4,d5,Nc3,Nf6,e5,Nfd7,f4,c5,Nf3,Nc6,Be3,cxd4,Nxd4,Bc5,Qd2,a6,O-O-O,Nxd4
"Ricardi,P",Buenos Aires ARG,0.5,"Sicilian Defense: Taimanov Variation, Bastrikov Variation",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be2 a6 7. O-O Nf6 8. Kh1 Nxd4 9. Qxd4 Bc5 10. Qd3 b5 11. f4 Bb7 12. Bf3 d6 13. e5 dxe5 14. Nxb5 axb5 15. Qxb5+ Ke7 16. Qxb7 Qxb7 17. Bxb7 Rab8 18. Ba6 e4 19. a4 Rhd8 20. a5 Ng4 21. h3 Nf2+ 22. Kh2 Nd1 23. Re1 f5 24. b3 Nc3 25. Bc4 Ra8 26. a6 Nd5 27. Kg3 h6 28. Rd1 Ne3 29. Rxd8 Rxd8 30. Ra5 Bb6 31. Rb5 Nxc4 32. bxc4 Bd4 33. Rb7+ Kd6 34. Ba3+ Kc6 35. Re7 Kb6 36. Rxe6+ Ka7 37. c5 Rc8 38. c6 Kxa6 39. c7+ Kb7 40. Bd6 Bb6 41. Rg6 Rg8 42. Be5 Bxc7 43. Rxg7 Rxg7+ 44. Bxg7 h5 45. Kh4 Bxf4 46. Bc3 Kc6 47. Kxh5 Bc1 48. Kg6 f4 49. Kf5 Kd5 50. Be1 Kd4 51. h4 f3 52. gxf3 exf3 53. Kg4 Ke3 54. c4 Ba3 55. h5 Bf8 56. Kf5 Kd4 57. Bf2+ Kxc4 58. Ke4 Bg7 59. Be3 Bf8 60. Kxf3,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Nc3,Qc7,Be2,a6,O-O,Nf6,Kh1,Nxd4,Qxd4,Bc5,Qd3,b5
"Milos,G",Buenos Aires ARG,1.0,"Ruy Lopez: Closed, Chigorin Defense",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5 10. Bc2 c5 11. d4 Bb7 12. Nbd2 cxd4 13. cxd4 exd4 14. Nxd4 Re8 15. b3 Bf8 16. Bb2 g6 17. Qf3 Bg7 18. Rad1 Rc8 19. Bb1 Nc6 20. Nf1 Ne5 21. Qe3 Ned7 22. Qf4 d5 23. Ng3 Qc7 24. e5 Rxe5 25. Rxe5 Qxe5 26. Qd2 Nh5 27. Nxh5 Qxh5 28. Re1 Bh6 29. f4 Qh4 30. Bf5 Qd8 31. Qe3 Rb8 32. Bxd7 Qxd7 33. Qe5,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,O-O,Be7,Re1,b5,Bb3,d6,c3,O-O,h3,Na5,Bc2,c5
"Bologan,V",Buenos Aires ARG,0.5,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. c3 f5 6. exf5 Bxf5 7. O-O Bd3 8. Re1 Be7 9. Bc2 Bxc2 10. Qxc2 Nf6 11. d4 e4 12. Ng5 d5 13. f3 h6 14. Nh3 O-O 15. Nd2 exf3 16. Nxf3 Rf7 17. Bf4 Bd6 18. Bxd6 Qxd6 19. Nf2 Re7 20. Rxe7 Qxe7 21. Re1 Qd6 22. Ne5 Re8 23. Qf5 Nxe5 24. Rxe5,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,c3,f5,exf5,Bxf5,O-O,Bd3,Re1,Be7,Bc2,Bxc2,Qxc2,Nf6
"Timman,J",Hoogeveen NED,0.5,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. O-O Bd7 6. d4 Nxd4 7. Bxd7+ Qxd7 8. Nxd4 exd4 9. Qxd4 Nf6 10. Nc3 Be7 11. Bg5 h6 12. Bh4 Qg4 13. Bg3 O-O 14. Rad1 Rfe8 15. Qc4 Rac8 16. h3 Qg6 17. Bh2 Nd7 18. f4 c6 19. Qe2 f5 20. Kh1 Nc5 21. exf5 Qxf5 22. g4 Qf7 23. Qg2 d5 24. Ne2 Ne4 25. c3 Bd6,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,O-O,Bd7,d4,Nxd4,Bxd7+,Qxd7,Nxd4,exd4,Qxd4,Nf6,Nc3,Be7
"Khalifman,A",Hoogeveen NED,0.0,"French Defense: Winawer Variation, Retreat Variation, Armenian Line",1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Ba5 6. b4 cxd4 7. Qg4 Ne7 8. bxa5 dxc3 9. Qxg7 Rg8 10. Qxh7 Nbc6 11. Nf3 Qc7 12. Bf4 Bd7 13. Bd3 O-O-O 14. Bg3 Qxa5 15. O-O Rh8 16. Qg7 d4 17. Qg4 Nf5 18. Rfb1 Nxg3 19. Qxg3 Qc7 20. Kf1 Rhg8 21. Qf4 f5 22. h3 Kb8 23. Re1 Bc8 24. Ng5 Rd5 25. Nf3 Ne7 26. Rab1 Ng6 27. Qh2 Qh7 28. Rb4 Nh4 29. Nxd4 Nxg2 30. Reb1 Qd7 31. Ne2 Rxd3 32. cxd3 Qxd3 33. Rc1 c2 34. Rd4 Qf3 35. Nf4 b6 36. Nxg2 Ba6+ 37. Kg1 Bb7,e4,e6,d4,d5,Nc3,Bb4,e5,c5,a3,Ba5,b4,cxd4,Qg4,Ne7,bxa5,dxc3,Qxg7,Rg8,Qxh7,Nbc6
"Galkin,A",Hoogeveen NED,0.5,Caro-Kann Defense: Panov Attack,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 Be7 7. cxd5 Nxd5 8. Bd3 Nc6 9. O-O O-O 10. Re1 Nf6 11. a3 b6 12. Bg5 Bb7 13. Bc2 Nd5 14. Qd3 g6 15. Bh6 Re8 16. Rad1 Nxc3 17. Qxc3 Bf6 18. Be4 Rc8 19. Qe3 Na5 20. Ne5 Bxe4 21. Qxe4 Nc4,e4,c6,d4,d5,exd5,cxd5,c4,Nf6,Nc3,e6,Nf3,Be7,cxd5,Nxd5,Bd3,Nc6,O-O,O-O,Re1,Nf6
Aung Aung,Istanbul TUR,1.0,"French Defense: Rubinstein Variation, Fort Knox Variation",1. e4 e6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bd7 5. Nf3 Bc6 6. Ned2 Nd7 7. Bd3 Ngf6 8. O-O Be7 9. Re1 O-O 10. Nc4 b6 11. a4 a5 12. c3 Bb7 13. Bg5 Nd5 14. Bd2 c5 15. dxc5 Nxc5 16. Bc2 Qc7 17. Na3 Rad8 18. Nb5 Qb8 19. Qc1 Bf6 20. Ng5 g6 21. Ne4 Nxe4 22. Bxe4 e5 23. Qc2 Bg7 24. Bg5 f6 25. Rad1 Kh8 26. Bh4 Nf4 27. Bxb7 Qxb7 28. f3 Qc6 29. Bg3 Ne6 30. Qe2 Rfe8 31. Bf2 Bf8 32. Qe4 Qxe4 33. fxe4 Bc5 34. Bxc5 Rxd1 35. Rxd1 Nxc5 36. Rd6 Nxa4 37. Rxf6 Kg7 38. Rd6 Re7 39. b4 axb4 40. cxb4 Kf7 41. Rd2,e4,e6,d4,d5,Nc3,dxe4,Nxe4,Bd7,Nf3,Bc6,Ned2,Nd7,Bd3,Ngf6,O-O,Be7,Re1,O-O,Nc4,b6
"Svidler,P",Istanbul TUR,0.5,"Sicilian Defense: Najdorf Variation, Opocensky Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be2 e5 7. Nb3 Be7 8. Be3 Be6 9. Nd5 Nxd5 10. exd5 Bf5 11. O-O O-O 12. Qd2 a5 13. a4 Nd7 14. Bb5 Bf6 15. f3 h6 16. c3 Bg6 17. Rae1 Bh4 18. g3 Be7 19. f4 exf4 20. gxf4 Be4 21. Nd4 Bf6,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,Be2,e5,Nb3,Be7,Be3,Be6,Nd5,Nxd5,exd5,Bf5
"Smirin,I",Istanbul TUR,1.0,"Pirc Defense: Austrian Attack, Kurajica Variation",1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. f4 Nf6 5. Nf3 O-O 6. Be3 b6 7. Qd2 c5 8. O-O-O cxd4 9. Bxd4 Nc6 10. Bxf6 Bxf6 11. h4 Bg4 12. h5 Bxh5 13. Rxh5 gxh5 14. Qd5 Rc8 15. Qxh5 Bg7 16. e5 Qe8 17. Qh3 h6 18. Bd3 Nb4 19. Be4 e6 20. f5 Rxc3 21. f6 Qb5 22. Qg3,e4,g6,d4,Bg7,Nc3,d6,f4,Nf6,Nf3,O-O,Be3,b6,Qd2,c5,O-O-O,cxd4,Bxd4,Nc6,Bxf6,Bxf6
"Fressinet,L",Istanbul TUR,1.0,"Sicilian Defense: Najdorf Variation, English Attack",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f3 e5 7. Nb3 Be6 8. Be3 Nbd7 9. g4 b5 10. g5 Nh5 11. Qd2 Be7 12. O-O-O Nb6 13. Nd5 Bxd5 14. exd5 Rc8 15. Na5 Nxd5 16. Qxd5 Qxa5 17. Bh3 Rc4 18. Bg4 Nf4 19. Bxf4 Rxf4 20. Qc6+ Kf8 21. Rxd6 g6 22. Qc5 Kg8 23. Qxe5 Bxd6 24. Qxd6 Rc4 25. Qb8+ Kg7 26. Qe5+ Kg8 27. Qf6 Qc7 28. Re1 Qc6 29. Be6 fxe6 30. Rd1,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f3,e5,Nb3,Be6,Be3,Nbd7,g4,b5,g5,Nh5
"Anastasian,A",Istanbul TUR,1.0,"Ruy Lopez: Closed, Averbakh Variation",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 d6 7. Bxc6+ bxc6 8. d4 exd4 9. Nxd4 Bd7 10. b3 O-O 11. Bb2 g6 12. Qf3 Nh5 13. e5 d5 14. Nd2 a5 15. c4 c5 16. Ne2 d4 17. Nc1 Ra6 18. Nd3 Bc6 19. Qg4 a4 20. Ne4 Bxe4 21. Qxe4 Qa8 22. Qg4 Qc8 23. Qxc8 Rxc8 24. Ba3 Ra5 25. Reb1 g5 26. g3 axb3 27. axb3 Rb8 28. Kf1 f6 29. Ke2 Kf7 30. Kd2 Ke6 31. exf6 Bd6 32. Kc2 Rba8 33. Bb2 Rxa1 34. Bxa1 Nxf6 35. Re1+ Kf5 36. f3 h5 37. b4 Ra2+ 38. Bb2 Nd7 39. b5 Ne5 40. Nxe5 Bxe5 41. Kb3 Ra8 42. g4+ Kf6 43. Bc1 Bd6 44. h3 Rh8 45. Kc2 hxg4 46. hxg4 Rh3 47. Rf1 Be7 48. Kd3 Ke6 49. Re1+ Kd6 50. Ke4 Rh6 51. Rf1 Re6+ 52. Kd3 Rh6 53. f4 Rh4 54. Ke4 Ke6 55. f5+ Kf7 56. Rg1 Rh6 57. Bd2 Ke8 58. Be1 Rh2 59. Bg3 Re2+ 60. Kd5 Kd7 61. Re1 Rxe1 62. Bxe1 Bd6 63. Bd2 Bf4 64. Bxf4 gxf4 65. Ke4 Ke7 66. Kxf4 Kf7 67. g5 Ke7 68. f6+ Ke6 69. Ke4 Kd7 70. f7 Ke7 71. g6 Kf8 72. Kf5 Ke7 73. Kg5,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,O-O,Be7,Re1,d6,Bxc6+,bxc6,d4,exd4,Nxd4,Bd7,b3,O-O
